Index,Quantity,Part Number,Manufacturer Part Number,Description,Customer Reference,Available,Backorder,Unit Price,Extended Price USD
1,4,PB1973GBLKGILEF4-ND,PB1973GBLKGILEF4,SWITCH PUSHBUTTON DPST 15A 250V,ajk179,331,0,3.66,14.64
